tipo_establecimiento,tipo_titularidad,direccion_completa,municipio_nombre,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,direccion_coordenada_x,direccion_coordenada_y,codigo_dea
Otros,Privada,"Pedrezuela, Avda, de las Olimpiadas, 1, 28723",Pedrezuela,Avda,de las Olimpiadas,1,28723,446878,4509813,"2022-895"
Otros,Privada,"Pedrezuela, Avda, de las Olimpiadas, 1, 28723",Pedrezuela,Avda,de las Olimpiadas,1,28723,446984,4509934,"2022-896"
Centro educativo,Privada,"Pozuelo de Alarcón, Paseo, Concepción, 12, 28224",Pozuelo de Alarcón,Paseo,Concepción,12,28224,431880,4478079,"2023-760"
Instalaciones de transporte,Pública,"Madrid, Calle, del Puerto de Balbarán, 1",Madrid,Calle,del Puerto de Balbarán,1,,444293,4469709,"2021-11"
Centros residenciales de mayores con 200 plazas,Privada,"Madrid, Calle, de Puerto de Santa María, 15, 28043",Madrid,Calle,de Puerto de Santa María,15,28043,444756,4478374,"2017-217"
Otros,Privada,"Madrid, Calle, de Puerto Rico, 2, 28016",Madrid,Calle,de Puerto Rico,2,28016,442823,4478187,"2024-182"
Centro educativo,Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1.8, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,429316,4476896,"2019-884"
Centro educativo,Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1.8, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,429199,4477185,"2019-891"
Centro educativo,Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1.8, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,429147,4477081,"2019-885"
Centro educativo,Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1.8, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,429151,4477147,"2019-886"
Centro educativo,Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1.8, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,429188,4477015,"2019-887"
Centro educativo,Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1.8, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,429174,4477157,"2019-888"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1.8, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,429322,4477078,"2019-831"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1,800, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),"1,800",28223,429322,4477078,"2019-832"
Centro educativo,Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1.8, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,429145,4476878,"2019-889"
Centro educativo,Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1.8, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,429261,4477147,"2019-890"
Centro educativo,Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1.8, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1.8,28223,429144,4476882,"2020-451"
Centro educativo,Privada,"Pozuelo de Alarcón, Ctra, Majadahonda (M-515), 1800, 28223",Pozuelo de Alarcón,Ctra,Majadahonda (M-515),1800,28223,429199,4477185,"2023-196"
Establecimiento dependiente de una Administración Pública,Pública,"Móstoles, Avda, de Portugal, s/n, 28935",Móstoles,Avda,de Portugal,s/n,28935,425299,4463359,"2018-2066"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Móstoles, Calle, del Pintor Picasso, s/n, 28932",Móstoles,Calle,del Pintor Picasso,s/n,28932,426829,4464904,"2019-490"
Instalaciones de transporte,Pública,"Móstoles, Calle, del Río Sella, 0, 28934",Móstoles,Calle,del Río Sella,0,28934,425684,4463238,"2018-3146"
Otros,Privada,"Móstoles, Avda, de Carlos V, 5, 28936",Móstoles,Avda,de Carlos V,5,28936,428705,4463848,"2019-480"
Establecimiento dependiente de una Administración Pública,Pública,"Móstoles, Calle, del Pintor Velázquez, 68, 28935",Móstoles,Calle,del Pintor Velázquez,68,28935,425290,4463629,"2018-2076"
Establecimiento dependiente de una Administración Pública,Pública,"Móstoles, Calle, del Pintor Velázquez, 57, 28935",Móstoles,Calle,del Pintor Velázquez,57,28935,425140,4463855,"2019-764"
Establecimiento dependiente de una Administración Pública,Pública,"Móstoles, Calle, del Pintor Velázquez, 57, 28935",Móstoles,Calle,del Pintor Velázquez,57,28935,425140,4463855,"2019-765"
Centro educativo,Pública,"Móstoles, Calle, del Pintor Velázquez, 13, 28933",Móstoles,Calle,del Pintor Velázquez,13,28933,426114,4464836,"2019-2764"
Establecimiento dependiente de una Administración Pública,Pública,"Rozas de Madrid, Las, Cmno, Real, 18, 28232","Rozas de Madrid, Las",Cmno,Real,18,28232,426044,4482710,"2020-705"
Centro educativo,Pública,"Rozas de Madrid, Las, Cmno, Real, 3, 28232","Rozas de Madrid, Las",Cmno,Real,3,28232,420288,4487761,"2024-590"
Centro educativo,Privada,"Rozas de Madrid, Las, Calle, Sacre, 2, 28232","Rozas de Madrid, Las",Calle,Sacre,2,28232,420171,4487817,"2020-586"
Establecimiento dependiente de una Administración Pública,Pública,"Rivas-Vaciamadrid, Calle, de las Acacias, 12, 28522",Rivas-Vaciamadrid,Calle,de las Acacias,12,28522,454686,4467899,"2018-271"
Establecimiento dependiente de una Administración Pública,Pública,"Rivas-Vaciamadrid, Calle, de las Acacias, 69, 28522",Rivas-Vaciamadrid,Calle,de las Acacias,69,28522,454627,4467913,"2023-645"
Establecimiento dependiente de una Administración Pública,Pública,"Rivas-Vaciamadrid, Calle, de las Acacias, 122, 28522",Rivas-Vaciamadrid,Calle,de las Acacias,122,28522,454719,4467920,"2023-635"
Establecimiento hotelero con más de 100 plazas,Privada,"San Sebastián de los Reyes, Avda, del Cerro del Águila, 15, 28703",San Sebastián de los Reyes,Avda,del Cerro del Águila,15,28703,448071,4488652,"2023-968"
Instalaciones de transporte,Pública,"Madrid, Gta, de Quevedo, 2, 28015",Madrid,Gta,de Quevedo,2,28015,440229,4476099,"2018-2816"
Otros,Privada,"Madrid, Avda, Quinta, 5, 28022",Madrid,Avda,Quinta,5,28022,449427,4477606,"2020-126"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Quintanadueñas, 6, 28050",Madrid,Calle,de Quintanadueñas,6,28050,443095,4483149,"2021-108"
Otros,Privada,"Madrid, Calle, de Quintanadueñas, 6, 28050",Madrid,Calle,de Quintanadueñas,6,28050,443107,4483173,"2023-121"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Quintanavides, 2, 28050",Madrid,Calle,de Quintanavides,2,28050,443485,4483112,"2018-1119"
Otros,Privada,"Madrid, Calle, de Quintanavides, 13, 28050",Madrid,Calle,de Quintanavides,13,28050,443013,4476222,"2018-2103"
Otros,Privada,"Madrid, Calle, de Quintanavides, 19, 28050",Madrid,Calle,de Quintanavides,19,28050,443212,4483282,"2019-179"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Quintanavides, 19, 28050",Madrid,Calle,de Quintanavides,19,28050,443197,4483256,"2021-938"
Establecimiento hotelero con más de 100 plazas,Privada,"Madrid, Calle, de Quintanavides, 19, 28050",Madrid,Calle,de Quintanavides,19,28050,443197,4483256,"2021-939"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Madrid, Ctra, de la Venta de la Rubia, 568, 28024",Madrid,Ctra,de la Venta de la Rubia,568,28024,431162,4470032,"2024-750"
Instalaciones de transporte,Pública,"Madrid, Avda, del Ventisquero de la Condesa, 28, 28034",Madrid,Avda,del Ventisquero de la Condesa,28,28034,439294,4482502,"2019-15"
Instalaciones de transporte,Pública,"Madrid, Avda, del Ventisquero de la Condesa, 41, 28035",Madrid,Avda,del Ventisquero de la Condesa,41,28035,439261,4487712,"2018-2853"
Instalaciones de transporte,Pública,"Madrid, Avda, del Ventisquero de la Condesa, 28, 28034",Madrid,Avda,del Ventisquero de la Condesa,28,28034,439864,4483463,"2019-2856"
Centros residenciales de mayores con 200 plazas,Privada,"Madrid, Avda, del Ventisquero de la Condesa, 46, 28035",Madrid,Avda,del Ventisquero de la Condesa,46,28035,439183,4482891,"2024-956"
Otros,Pública,"Pelayos de la Presa, Avda, de Marcial Llorente, 8, 28696",Pelayos de la Presa,Avda,de Marcial Llorente,8,28696,388421,4469021,"2018-2018"
Centro educativo,Privada,"Nuevo Baztán, Calle, Posada de Castilla I, 107, 28514",Nuevo Baztán,Calle,Posada de Castilla I,107,28514,476896,4467084,"2024-55"
Otros,Pública,"Nuevo Baztán, Plaza, de la Iglesia, 7, 28514",Nuevo Baztán,Plaza,de la Iglesia,7,28514,479360,4468350,"2024-836"
Establecimiento dependiente de una Administración Pública,Pública,"Nuevo Baztán, Plaza, de la Iglesia, 1, 28514",Nuevo Baztán,Plaza,de la Iglesia,1,28514,479296,4468425,"2024-837"
Establecimiento dependiente de una Administración Pública,Pública,"Móstoles, Calle, de los Cedros, 71, 28935",Móstoles,Calle,de los Cedros,71,28935,421035,4462081,"2018-2075"
Centro educativo,Privada,"Rozas de Madrid, Las, Calle, Playa del Sardinero, 1, 28290","Rozas de Madrid, Las",Calle,Playa del Sardinero,1,28290,423782,4487741,"2018-1889"
Centro de trabajo con más de 250 trabajadores,Privada,"Rozas de Madrid, Las, Calle, Playa del Sardinero, 47, 28290","Rozas de Madrid, Las",Calle,Playa del Sardinero,47,28290,423738,4488091,"2023-142"
Establecimiento dependiente de una Administración Pública,Pública,"Manzanares el Real, Avda, de la Pedriza, 36, 28410",Manzanares el Real,Avda,de la Pedriza,36,28410,426649,4508819,"2018-1505"
Establecimiento dependiente de una Administración Pública,Pública,"Manzanares el Real, Avda, de la Pedriza, 50, 28410",Manzanares el Real,Avda,de la Pedriza,50,28410,426524,4508864,"2018-1507"
Centros residenciales de mayores con 200 plazas,Privada,"Meco, Calle, Roble, 11, 28880",Meco,Calle,Roble,11,28880,472305,4488687,"2023-133"
Otros,Privada,"Meco, Calle, Alameda, 52, 28880",Meco,Calle,Alameda,52,28880,449474,4478449,"2018-1960"
Centro educativo,Privada,"Pozuelo de Alarcón, Calle, Solano, 35-37, 28223",Pozuelo de Alarcón,Calle,Solano,35-37,28223,432734,4473761,"2019-2663"
Centro educativo,Privada,"Madrid, Calle, de Maldonado, 48, 28006",Madrid,Calle,de Maldonado,48,28006,442644,4476084,"2018-2091"
Otros,Privada,"Madrid, Calle, de Maldonado, 64, 28006",Madrid,Calle,de Maldonado,64,28006,442849,4476070,"2023-287"
Otros,Privada,"Madrid, Avda, de Manoteras, 24, 28050",Madrid,Avda,de Manoteras,24,28050,443487,4481977,"2017-150"
Otros,Privada,"Madrid, Avda, de Manoteras, 24, 28050",Madrid,Avda,de Manoteras,24,28050,443487,4481977,"2017-168"
Otros,Privada,"Madrid, Avda, de Manoteras, 32, 28050",Madrid,Avda,de Manoteras,32,28050,443590,4482121,"2018-85"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Avda, de Manoteras, 52, 28050",Madrid,Avda,de Manoteras,52,28050,443910,4480048,"2017-430"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Avda, de Manoteras, 52, 28050",Madrid,Avda,de Manoteras,52,28050,443910,4482048,"2017-431"
Otros,Privada,"Madrid, Avda, de Manoteras, 46 BIS, 28050",Madrid,Avda,de Manoteras,46 BIS,28050,443765,4482067,"2018-1217"
Otros,Privada,"Madrid, Avda, de Manoteras, 48, 28050",Madrid,Avda,de Manoteras,48,28050,443810,4482060,"2018-1730"
Otros,Privada,"Madrid, Avda, de Manoteras, 48, 28050",Madrid,Avda,de Manoteras,48,28050,443810,4482060,"2018-1733"
Otros,Privada,"Madrid, Avda, de Manoteras, 40, 28050",Madrid,Avda,de Manoteras,40,28050,443578,4481944,"2018-2032"
Otros,Privada,"Madrid, Avda, de Manoteras, 46, 28050",Madrid,Avda,de Manoteras,46,28050,443463,4482153,"2019-429"
Establecimiento público con aforo igual o superior a 2000 personas,Privada,"Madrid, Avda, de Manoteras, 40, 28050",Madrid,Avda,de Manoteras,40,28050,443577,4481944,"2020-572"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Avda, de Manoteras, 32, 28050",Madrid,Avda,de Manoteras,32,28050,443590,4482121,"2019-103"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Avda, de Manoteras, 46, 28050",Madrid,Avda,de Manoteras,46,28050,443764,4482065,"2018-1976"
Otros,Pública,"Madrid, Avda, de Manoteras, 54, 28050",Madrid,Avda,de Manoteras,54,28050,444046,4481994,"2020-650"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Avda, de Manoteras, 12, 28050",Madrid,Avda,de Manoteras,12,28050,443225,4482171,"2021-317"
Otros,Privada,"Madrid, Avda, de Manoteras, 20, 28050",Madrid,Avda,de Manoteras,20,28050,443293,4482143,"2021-887"
Otros,Privada,"Madrid, Avda, de Manoteras, 20, 28050",Madrid,Avda,de Manoteras,20,28050,443298,4482140,"2022-3"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Avda, de Manoteras, 46, 28050",Madrid,Avda,de Manoteras,46,28050,443726,4482087,"2021-936"
Centro de trabajo con más de 250 trabajadores,Pública,"Madrid, Avda, de Manoteras, 50, 28050",Madrid,Avda,de Manoteras,50,28050,443887,4482051,"2021-526"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Avda, de Manoteras, 46, 28050",Madrid,Avda,de Manoteras,46,28050,443726,4482087,"2021-937"
Otros,Privada,"Madrid, Avda, de Manoteras, 22, 28050",Madrid,Avda,de Manoteras,22,28050,443405,4482135,"2022-1415"
Otros,Privada,"Madrid, Avda, de Manoteras, 12, 28050",Madrid,Avda,de Manoteras,12,28050,443227,4482171,"2023-387"
Otros,Privada,"Madrid, Avda, de Manoteras, 12, 28050",Madrid,Avda,de Manoteras,12,28050,443227,4482171,"2023-386"
Otros,Privada,"Madrid, Avda, de Manoteras, 18, 28050",Madrid,Avda,de Manoteras,18,28050,443274,4482032,"2023-670"
Otros,Privada,"Madrid, Avda, de Manoteras, 50, 28050",Madrid,Avda,de Manoteras,50,28050,443883,4482054,"2023-584"
Otros,Privada,"Madrid, Avda, de Manoteras, 42, 28050",Madrid,Avda,de Manoteras,42,28050,443648,4481990,"2023-924"
Otros,Privada,"Madrid, Avda, de Manoteras, 50, 28050",Madrid,Avda,de Manoteras,50,28050,443883,4482054,"2023-585"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Avda, de Manoteras, 1, 28050",Madrid,Avda,de Manoteras,1,28050,443095,4482268,"2018-1014"
Otros,Privada,"Madrid, Avda, de Manoteras, 44, 28050",Madrid,Avda,de Manoteras,44,28050,443665,4482052,"2024-219"
Otros,Privada,"Madrid, Avda, de Manoteras, 32, 28050",Madrid,Avda,de Manoteras,32,28050,443592,4482122,"2024-257"
Otros,Privada,"Madrid, Calle, de Manresa, 1, 28034",Madrid,Calle,de Manresa,1,28034,441492,4482546,"2020-248"
Instalaciones de transporte,Pública,"Rozas de Madrid, Las, Avda, Bomberos, 0, 28232","Rozas de Madrid, Las",Avda,Bomberos,0,28232,425263,4486098,"2024-18"
Establecimiento dependiente de una Administración Pública,Pública,"Rozas de Madrid, Las, Avda, Camino del Caño, 2, 28231","Rozas de Madrid, Las",Avda,Camino del Caño,2,28231,425657,4483113,"2019-271"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28232","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28232,425080,4485924,"2018-222"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28232","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28232,425080,4485924,"2018-220"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28232","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28232,425080,4485924,"2018-221"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28230","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28230,425080,4485924,"2018-214"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28230","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28230,425080,4485924,"2018-216"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28232","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28232,425080,4485924,"2018-217"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28232","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28232,425080,4455924,"2018-218"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 28230","Rozas de Madrid, Las",Ctra,de la Coruña,,28230,425080,4485924,"2018-212"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28232","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28232,425080,4485924,"2018-213"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28230","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28230,425080,4485924,"2018-215"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28230","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28230,425080,4485924,"2018-198"
Otros,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 21.8, 28230","Rozas de Madrid, Las",Ctra,de la Coruña,21.8,28230,425080,4485924,"2018-199"
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Rozas de Madrid, Las, Ctra, de la Coruña, km22","Rozas de Madrid, Las",Ctra,de la Coruña,km22,,425113,4486305,"2018-944"
Establecimiento hotelero con más de 100 plazas,Privada,"Rozas de Madrid, Las, Ctra, de la Coruña, 22,500, 28232","Rozas de Madrid, Las",Ctra,de la Coruña,"22,500",28232,424933,4486579,"2019-378"
Otros,Privada,"Rozas de Madrid, Las, Ctra, de la Coruña, 0, 28230","Rozas de Madrid, Las",Ctra,de la Coruña,0,28230,424771,4485649,"2019-88"
Centro educativo,Privada,"Rozas de Madrid, Las, Ctra, de la Coruña, 21,3, 28232","Rozas de Madrid, Las",Ctra,de la Coruña,"21,3",28232,425269,4485415,"2019-1917"
Instalaciones de transporte,Pública,"Rozas de Madrid, Las, Ctra, de la Coruña, 0, 28231","Rozas de Madrid, Las",Ctra,de la Coruña,0,28231,426445,4482984,"2019-2850"
Centro de trabajo con más de 250 trabajadores,Privada,"Rozas de Madrid, Las, Ctra, de la Coruña, 16, 28231","Rozas de Madrid, Las",Ctra,de la Coruña,16,28231,423937,4489656,"2023-974"
Centro de trabajo con más de 250 trabajadores,Privada,"Rozas de Madrid, Las, Ctra, de la Coruña, 16, 28231","Rozas de Madrid, Las",Ctra,de la Coruña,16,28231,423937,4489656,"2023-970"
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Rozas de Madrid, Las, Ctra, de la Coruña, 22, 28230","Rozas de Madrid, Las",Ctra,de la Coruña,22,28230,425113,4486300,"2024-562"
Otros,Privada,"Madrid, Calle, del Valle del Silencio, 30, 28039",Madrid,Calle,del Valle del Silencio,30,28039,439419,4480072,"2023-711"
Centro educativo,Privada,"Madrid, Calle, de Valverde, 15, 28004",Madrid,Calle,de Valverde,15,28004,444669,4474744,"2018-2232"
Otros,Privada,"Madrid, Calle, de Valverde, 13, 28004",Madrid,Calle,de Valverde,13,28004,440438,4474760,"2024-817"
Otros,Privada,"Madrid, Calle, de Vaquerías, 7, 28007",Madrid,Calle,de Vaquerías,7,28007,443351,4474428,"2024-1022"
Centro educativo,Privada,"Madrid, Calle, de los Vascos, 17, 28040",Madrid,Calle,de los Vascos,17,28040,439697,4477746,"2018-2781"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Madrid, Calle, de los Vascos, 26, 28040",Madrid,Calle,de los Vascos,26,28040,439687,4477856,"2021-52"
Establecimiento hotelero con más de 100 plazas,Privada,"Madrid, Calle, de los Vascos, 20, 28040",Madrid,Calle,de los Vascos,20,28040,439706,4477791,"2023-928"
Centro de trabajo con más de 250 trabajadores,Privada,"Pozuelo de Alarcón, Calle, Emisora, 20, 28224",Pozuelo de Alarcón,Calle,Emisora,20,28224,431969,4476745,"2018-2697"
Centro de trabajo con más de 250 trabajadores,Privada,"Pozuelo de Alarcón, Calle, Emisora, 20, 28224",Pozuelo de Alarcón,Calle,Emisora,20,28224,431969,4476745,"2018-2711"
Centro educativo,Privada,"Rozas de Madrid, Las, Avda, Esparta, 6, 28232","Rozas de Madrid, Las",Avda,Esparta,6,28232,422569,4485071,"2018-2324"
